Track,TestCase,Matcher,Label Left,Comment Left,Type Left,URI Left,Relation,Confidence (Matcher),URI Right,Label Right,Comment Right,Type Right,Residual True Positive,Evaluation Result
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0001546,=,0.0,http://human.owl#NCI_C32929,[],[],[],true,false negative
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0000818,=,0.0,http://human.owl#NCI_C12356,[],[],[],true,false negative
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0001256,=,0.0,http://human.owl#NCI_C52718,[],[],[],true,false negative
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0002485,=,0.0,http://human.owl#NCI_C12906,[],[],[],true,false negative
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0000188,=,0.0,http://human.owl#NCI_C12446,[],[],[],true,false negative
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0000280,=,0.0,http://human.owl#NCI_C12784,[],[],[],true,false negative
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0001124,=,1.0,http://human.owl#NCI_C12641,[],[],[],true,true positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0001432,=,1.0,http://human.owl#NCI_C32903,[],[],[],true,true positive
"",localtest,MyMatcher,[],[],"[""owl:Class""]",http://www.geneontology.org/formats/oboInOwl#Synonym,=,1.0,http://www.geneontology.org/formats/oboInOwl#Synonym,[],[],"[""owl:Class""]",false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0000461,=,1.0,http://human.owl#NCI_C32264,[],[],[],false,false positive
"",localtest,MyMatcher,"[""Subsegmental_Bronchus_of_Left_Lung""]",[],"[""owl:Class""]",http://human.owl#NCI_C41267,=,1.0,http://mouse.owl#MA_0001850,"[""segmental bronchus epithelium""]",[],"[""owl:Class""]",false,false positive
"",localtest,MyMatcher,"[""External_Iliac_Artery_Branch""]",[],"[""owl:Class""]",http://human.owl#NCI_C32559,=,1.0,http://mouse.owl#MA_0001973,"[""external iliac artery""]",[],"[""owl:Class""]",false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0002417,=,1.0,http://human.owl#NCI_C49268,[],[],[],true,true positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0002584,=,0.0,http://human.owl#NCI_C32826,[],[],[],true,false negative
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0002553,=,1.0,http://human.owl#NCI_C33422,[],[],[],true,true positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0002590,=,1.0,http://human.owl#NCI_C32595,[],[],[],false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0001756,=,1.0,http://human.owl#NCI_C32933,[],[],[],false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0002351,=,0.0,http://human.owl#NCI_C53170,[],[],[],true,false negative
"",localtest,MyMatcher,"[""Pleural_Cavity""]",[],"[""owl:Class""]",http://human.owl#NCI_C12840,=,1.0,http://mouse.owl#MA_0000055,"[""pleural cavity""]",[],"[""owl:Class""]",false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0000370,=,1.0,http://human.owl#NCI_C34030,[],[],[],false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0002506,=,1.0,http://human.owl#NCI_C32293,[],[],[],true,true positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0002065,=,1.0,http://human.owl#NCI_C33701,[],[],[],false,false positive
"",localtest,MyMatcher,"[""Central_Nervous_System_Part""]",[],"[""owl:Class""]",http://human.owl#NCI_C33966,=,1.0,http://mouse.owl#MA_0000167,"[""central nervous system""]",[],"[""owl:Class""]",false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0000484,=,1.0,http://human.owl#NCI_C38662,[],[],[],false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0001849,=,0.0,http://human.owl#NCI_C33486,[],[],[],true,false negative
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0002047,=,0.0,http://human.owl#NCI_C33490,[],[],[],true,false negative
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0001702,=,0.0,http://human.owl#NCI_C32681,[],[],[],true,false negative
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0001833,=,0.0,http://human.owl#NCI_C49207,[],[],[],true,false negative
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0000341,=,1.0,http://human.owl#NCI_C12421,[],[],[],false,false positive
"",localtest,MyMatcher,"[""Internal_Capsule""]",[],"[""owl:Class""]",http://human.owl#NCI_C13082,=,1.0,http://mouse.owl#MA_0002748,"[""internal capsule""]",[],"[""owl:Class""]",false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0001506,=,0.0,http://human.owl#NCI_C33507,[],[],[],true,false negative
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0000161,=,1.0,http://human.owl#NCI_C32706,[],[],[],true,true positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0000966,=,1.0,http://human.owl#NCI_C32100,[],[],[],false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0001311,=,1.0,http://human.owl#NCI_C32808,[],[],[],true,true positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0002753,=,1.0,http://human.owl#NCI_C32938,[],[],[],false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0001476,=,1.0,http://human.owl#NCI_C12797,[],[],[],true,true positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0002636,=,1.0,http://human.owl#NCI_C13035,[],[],[],false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0002743,=,1.0,http://human.owl#NCI_C33356,[],[],[],true,true positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0001171,=,1.0,http://human.owl#NCI_C52812,[],[],[],true,true positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0001053,=,1.0,http://human.owl#NCI_C33188,[],[],[],true,true positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0000968,=,1.0,http://human.owl#NCI_C52710,[],[],[],true,true positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0000193,=,1.0,http://human.owl#NCI_C33204,[],[],[],false,false positive
"",localtest,MyMatcher,"[""Lumbar_Vertebra""]",[],"[""owl:Class""]",http://human.owl#NCI_C12744,=,1.0,http://mouse.owl#MA_0000312,"[""lumbar vertebra""]",[],"[""owl:Class""]",false,false positive
"",localtest,MyMatcher,"[""Superior_Mesenteric_Artery_Branch""]",[],"[""owl:Class""]",http://human.owl#NCI_C33686,=,1.0,http://mouse.owl#MA_0002005,"[""superior mesenteric artery""]",[],"[""owl:Class""]",false,false positive
"",localtest,MyMatcher,"[""Wall_of_Human_Prostatic_Duct""]",[],"[""owl:Class""]",http://human.owl#NCI_C13107,=,1.0,http://mouse.owl#MA_0002646,"[""prostatic urethra""]",[],"[""owl:Class""]",false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0001771,=,0.0,http://human.owl#NCI_C12867,[],[],[],true,false negative
"",localtest,MyMatcher,"[""Gluteus_Medius""]",[],"[""owl:Class""]",http://human.owl#NCI_C52933,=,1.0,http://mouse.owl#MA_0002310,"[""gluteus medius""]",[],"[""owl:Class""]",false,false positive
"",localtest,MyMatcher,"[""Cochlear_Nucleus""]",[],"[""owl:Class""]",http://human.owl#NCI_C32337,=,1.0,http://mouse.owl#MA_0000821,"[""brainstem nucleus""]",[],"[""owl:Class""]",false,false positive
"",localtest,MyMatcher,"[""Glomerular_Basement_Membrane""]",[],"[""owl:Class""]",http://human.owl#NCI_C32683,=,1.0,http://mouse.owl#MA_0001659,"[""glomerular capillary basement membrane""]",[],"[""owl:Class""]",false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0000255,=,0.0,http://human.owl#NCI_C12500,[],[],[],true,false negative
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0002750,=,1.0,http://human.owl#NCI_C32119,[],[],[],false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0002594,=,1.0,http://human.owl#NCI_C33462,[],[],[],false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0001778,=,1.0,http://human.owl#NCI_C49252,[],[],[],true,true positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0001584,=,1.0,http://human.owl#NCI_C33249,[],[],[],true,true positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0001336,=,1.0,http://human.owl#NCI_C32765,[],[],[],true,true positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0001638,=,0.0,http://human.owl#NCI_C32960,[],[],[],true,false negative
"",localtest,MyMatcher,"[""Ophthalmic_Nerve""]",[],"[""owl:Class""]",http://human.owl#NCI_C33215,=,1.0,http://mouse.owl#MA_0001104,"[""trigeminal V nerve ophthalmic division""]",[],"[""owl:Class""]",false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0001639,=,0.0,http://human.owl#NCI_C33476,[],[],[],true,false negative
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0001487,=,0.0,http://human.owl#NCI_C12290,[],[],[],true,false negative
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0000608,=,1.0,http://human.owl#NCI_C52755,[],[],[],false,false positive
"",localtest,MyMatcher,"[""Spinal_Accessory_Nerve""]",[],"[""owl:Class""]",http://human.owl#NCI_C12911,=,1.0,http://mouse.owl#MA_0001090,"[""accessory XI nerve spinal component""]",[],"[""owl:Class""]",false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0001926,=,0.0,http://human.owl#NCI_C32352,[],[],[],true,false negative
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0002437,=,1.0,http://human.owl#NCI_C12435,[],[],[],true,true positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0002525,=,1.0,http://human.owl#NCI_C52553,[],[],[],true,true positive
"",localtest,MyMatcher,"[""Serum_Albumin""]",[],"[""owl:Class""]",http://human.owl#NCI_C28187,=,1.0,http://mouse.owl#MA_0002502,"[""serum""]",[],"[""owl:Class""]",false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0001357,=,0.0,http://human.owl#NCI_C12777,[],[],[],true,false negative
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0000331,=,1.0,http://human.owl#NCI_C43362,[],[],[],true,true positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0000247,=,0.0,http://human.owl#NCI_C33844,[],[],[],true,false negative
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0000206,=,1.0,http://human.owl#NCI_C12442,[],[],[],true,true positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0001047,=,1.0,http://human.owl#NCI_C32951,[],[],[],false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0002065,=,0.0,http://human.owl#NCI_C53018,[],[],[],true,false negative
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0000361,=,0.0,http://human.owl#NCI_C32965,[],[],[],true,false negative
"",localtest,MyMatcher,"[""Superior_Parietal_Convolution""]",[],"[""owl:Class""]",http://human.owl#NCI_C33692,=,1.0,http://mouse.owl#MA_0000916,"[""parietal cortex""]",[],"[""owl:Class""]",false,false positive
"",localtest,MyMatcher,"[""Ascending_Frontal_Artery""]",[],"[""owl:Class""]",http://human.owl#NCI_C32152,=,1.0,http://mouse.owl#MA_0001960,"[""frontal artery""]",[],"[""owl:Class""]",false,false positive
"",localtest,MyMatcher,"[""Arcuate_Nucleus""]",[],"[""owl:Class""]",http://human.owl#NCI_C52711,=,1.0,http://mouse.owl#MA_0000847,"[""arcuate nucleus""]",[],"[""owl:Class""]",false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0002617,=,1.0,http://human.owl#NCI_C33101,[],[],[],true,true positive
"",localtest,MyMatcher,"[""Third_Portion_of_the_Duodenum""]",[],"[""owl:Class""]",http://human.owl#NCI_C33765,=,1.0,http://mouse.owl#MA_0000337,"[""small intestine""]",[],"[""owl:Class""]",false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0000805,=,1.0,http://human.owl#NCI_C33627,[],[],[],true,true positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0002430,=,1.0,http://human.owl#NCI_C49217,[],[],[],true,true positive
"",localtest,MyMatcher,"[""Rostrum_of_the_Corpus_Callosum""]",[],"[""owl:Class""]",http://human.owl#NCI_C33496,=,1.0,http://mouse.owl#MA_0000188,"[""corpus callosum""]",[],"[""owl:Class""]",false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0000873,=,1.0,http://human.owl#NCI_C33863,[],[],[],false,false positive
"",localtest,MyMatcher,"[""Head_of_the_Pancreas""]",[],"[""owl:Class""]",http://human.owl#NCI_C12269,=,1.0,http://mouse.owl#MA_0000122,"[""pancreas head""]",[],"[""owl:Class""]",false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0000769,=,1.0,http://human.owl#NCI_C45713,[],[],[],false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0002575,=,0.0,http://human.owl#NCI_C12826,[],[],[],true,false negative
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0000570,=,1.0,http://human.owl#NCI_C49482,[],[],[],false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0000277,=,1.0,http://human.owl#NCI_C41409,[],[],[],false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0001300,=,1.0,http://human.owl#NCI_C32975,[],[],[],true,true positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0000289,=,1.0,http://human.owl#NCI_C33205,[],[],[],false,false positive
"",localtest,MyMatcher,"[""Gallbladder_Epithelium""]",[],"[""owl:Class""]",http://human.owl#NCI_C49227,=,1.0,http://mouse.owl#MA_0001632,"[""gall bladder epithelium""]",[],"[""owl:Class""]",false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0000820,=,0.0,http://human.owl#NCI_C49334,[],[],[],true,false negative
"",localtest,MyMatcher,"[""Peripheral_Zone_of_the_Prostatic_Parenchyma""]",[],"[""owl:Class""]",http://human.owl#NCI_C33308,=,1.0,http://mouse.owl#MA_0001737,"[""prostate gland epithelium""]",[],"[""owl:Class""]",false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0000080,=,1.0,http://human.owl#NCI_C13002,[],[],[],false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0000525,=,1.0,http://human.owl#NCI_C33291,[],[],[],false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0002287,=,0.0,http://human.owl#NCI_C53152,[],[],[],true,false negative
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0000823,=,1.0,http://human.owl#NCI_C12694,[],[],[],true,true positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0002719,=,1.0,http://human.owl#NCI_C12686,[],[],[],false,false positive
"",localtest,MyMatcher,"[""Liver_Ligament""]",[],"[""owl:Class""]",http://human.owl#NCI_C32997,=,1.0,http://mouse.owl#MA_0001619,"[""gastro-splenic ligament""]",[],"[""owl:Class""]",false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0001729,=,1.0,http://human.owl#NCI_C49312,[],[],[],true,true positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0001931,=,1.0,http://human.owl#NCI_C52846,[],[],[],true,true positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0000764,=,0.0,http://human.owl#NCI_C49760,[],[],[],true,false negative
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0000975,=,0.0,http://human.owl#NCI_C33207,[],[],[],true,false negative
"",localtest,MyMatcher,"[""Roof_of_the_Fourth_Ventricle""]",[],"[""owl:Class""]",http://human.owl#NCI_C33494,=,1.0,http://mouse.owl#MA_0000196,"[""fourth ventricle""]",[],"[""owl:Class""]",false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0001681,=,0.0,http://human.owl#NCI_C49276,[],[],[],true,false negative
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0002447,=,0.0,http://human.owl#NCI_C25444,[],[],[],true,false negative
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0002674,=,0.0,http://human.owl#NCI_C33773,[],[],[],true,false negative
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0001878,=,1.0,http://human.owl#NCI_C38627,[],[],[],false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0000068,=,0.0,http://human.owl#NCI_C12817,[],[],[],true,false negative
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0002372,=,0.0,http://human.owl#NCI_C52989,[],[],[],true,false negative
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0002641,=,1.0,http://human.owl#NCI_C13101,[],[],[],false,false positive
"",localtest,MyMatcher,"[""Cuneiform_Bone_of_the_Foot""]",[],"[""owl:Class""]",http://human.owl#NCI_C32416,=,1.0,http://mouse.owl#MA_0001352,"[""medial cuneiform""]",[],"[""owl:Class""]",false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0002175,=,1.0,http://human.owl#NCI_C33072,[],[],[],true,true positive
"",localtest,MyMatcher,"[""Upper_Jaw_Tooth""]",[],"[""owl:Class""]",http://human.owl#NCI_C49792,=,1.0,http://mouse.owl#MA_0001909,"[""upper jaw tooth""]",[],"[""owl:Class""]",false,false positive
"",localtest,MyMatcher,"[""Lumbar_Plexus""]",[],"[""owl:Class""]",http://human.owl#NCI_C12845,=,1.0,http://mouse.owl#MA_0002407,"[""nerve plexus""]",[],"[""owl:Class""]",false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0001957,=,0.0,http://human.owl#NCI_C52744,[],[],[],true,false negative
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0000365,=,0.0,http://human.owl#NCI_C33001,[],[],[],true,false negative
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0002518,=,0.0,http://human.owl#NCI_C33256,[],[],[],true,false negative
"",localtest,MyMatcher,"[""Alveolar_Epithelium""]",[],"[""owl:Class""]",http://human.owl#NCI_C12867,=,1.0,http://mouse.owl#MA_0001771,"[""alveolus epithelium""]",[],"[""owl:Class""]",false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0002355,=,1.0,http://human.owl#NCI_C33285,[],[],[],true,true positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0002128,=,1.0,http://human.owl#NCI_C32665,[],[],[],true,true positive
"",localtest,MyMatcher,"[""Metatarsal_Artery""]",[],"[""owl:Class""]",http://human.owl#NCI_C33107,=,1.0,http://mouse.owl#MA_0001942,"[""dorsal artery of foot""]",[],"[""owl:Class""]",false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0001135,=,0.0,http://human.owl#NCI_C33892,[],[],[],true,false negative
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0000428,=,1.0,http://human.owl#NCI_C33022,[],[],[],true,true positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0000362,=,1.0,http://human.owl#NCI_C49579,[],[],[],false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0002572,=,1.0,http://human.owl#NCI_C34027,[],[],[],false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0002243,=,0.0,http://human.owl#NCI_C33787,[],[],[],true,false negative
"",localtest,MyMatcher,"[""Choroid_Plexus_Epithelium""]",[],"[""owl:Class""]",http://human.owl#NCI_C42079,=,1.0,http://mouse.owl#MA_0000824,"[""choroid plexus epithelium""]",[],"[""owl:Class""]",false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0001301,=,0.0,http://human.owl#NCI_C33641,[],[],[],true,false negative
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0000054,=,1.0,http://human.owl#NCI_C12769,[],[],[],true,true positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0001293,=,1.0,http://human.owl#NCI_C32454,[],[],[],false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0000974,=,1.0,http://human.owl#NCI_C28401,[],[],[],false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0000754,=,1.0,http://human.owl#NCI_C49769,[],[],[],false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0002322,=,1.0,http://human.owl#NCI_C52944,[],[],[],true,true positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0000328,=,0.0,http://human.owl#NCI_C12736,[],[],[],true,false negative
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0001665,=,0.0,http://human.owl#NCI_C49479,[],[],[],true,false negative
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0000396,=,1.0,http://human.owl#NCI_C12722,[],[],[],true,true positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0001184,=,0.0,http://human.owl#NCI_C32921,[],[],[],true,false negative
"",localtest,MyMatcher,"[""Sternothyroid""]",[],"[""owl:Class""]",http://human.owl#NCI_C53070,=,1.0,http://mouse.owl#MA_0002386,"[""sternothyroid""]",[],"[""owl:Class""]",false,false positive
"",localtest,MyMatcher,"[""Myoid_Portion_of_the_Inner_Segment_of_the_Photoreceptor_Cell""]",[],"[""owl:Class""]",http://human.owl#NCI_C33155,=,1.0,http://mouse.owl#MA_0002471,"[""retina photoreceptor layer inner segment""]",[],"[""owl:Class""]",false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0000186,=,0.0,http://human.owl#NCI_C49136,[],[],[],true,false negative
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0000710,=,1.0,http://human.owl#NCI_C13001,[],[],[],false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0000195,=,1.0,http://human.owl#NCI_C12509,[],[],[],false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0000195,=,0.0,http://human.owl#NCI_C40336,[],[],[],true,false negative
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0002461,=,1.0,http://human.owl#NCI_C33885,[],[],[],true,true positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0000672,=,1.0,http://human.owl#NCI_C32974,[],[],[],false,false positive
"",localtest,MyMatcher,"[""Submandibular_Duct""]",[],"[""owl:Class""]",http://human.owl#NCI_C33649,=,1.0,http://mouse.owl#MA_0002698,"[""submandibular duct""]",[],"[""owl:Class""]",false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0000172,=,0.0,http://human.owl#NCI_C12457,[],[],[],true,false negative
"",localtest,MyMatcher,"[""Functional_Layer_of_the_Endometrium""]",[],"[""owl:Class""]",http://human.owl#NCI_C32642,=,1.0,http://mouse.owl#MA_0002733,"[""endometrium luminal epithelium""]",[],"[""owl:Class""]",false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0001315,=,0.0,http://human.owl#NCI_C33236,[],[],[],true,false negative
"",localtest,MyMatcher,"[""Bladder_Serosal_Surface""]",[],"[""owl:Class""]",http://human.owl#NCI_C32208,=,1.0,http://mouse.owl#MA_0001696,"[""urinary bladder serosa""]",[],"[""owl:Class""]",false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0000685,=,1.0,http://human.owl#NCI_C52810,[],[],[],false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0001052,=,0.0,http://human.owl#NCI_C13067,[],[],[],true,false negative
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0002751,=,1.0,http://human.owl#NCI_C33859,[],[],[],false,false positive
"",localtest,MyMatcher,"[""Femur""]",[],"[""owl:Class""]",http://human.owl#NCI_C12717,=,1.0,http://mouse.owl#MA_0001359,"[""femur""]",[],"[""owl:Class""]",false,false positive
"",localtest,MyMatcher,"[""Incus""]",[],"[""owl:Class""]",http://human.owl#NCI_C32770,=,1.0,http://mouse.owl#MA_0001215,"[""incus""]",[],"[""owl:Class""]",false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0000245,=,0.0,http://human.owl#NCI_C33871,[],[],[],true,false negative
"",localtest,MyMatcher,"[""Ganglion_Cell_Layer""]",[],"[""owl:Class""]",http://human.owl#NCI_C32652,=,1.0,http://mouse.owl#MA_0001310,"[""retina ganglion cell layer""]",[],"[""owl:Class""]",false,false positive
"",localtest,MyMatcher,"[""Nerve_and_Perineural_Tissue""]",[],"[""owl:Class""]",http://human.owl#NCI_C41406,=,1.0,http://mouse.owl#MA_0000217,"[""nerve""]",[],"[""owl:Class""]",false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0002500,=,1.0,http://human.owl#NCI_C33489,[],[],[],true,true positive
"",localtest,MyMatcher,"[""Undersurface_of_the_Frontal_Lobe""]",[],"[""owl:Class""]",http://human.owl#NCI_C33832,=,1.0,http://mouse.owl#MA_0000185,"[""cerebral cortex""]",[],"[""owl:Class""]",false,false positive
"",localtest,MyMatcher,"[""Columnar_Epithelium""]",[],"[""owl:Class""]",http://human.owl#NCI_C13182,=,1.0,http://mouse.owl#MA_0002732,"[""endometrium glandular epithelium""]",[],"[""owl:Class""]",false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0002491,=,1.0,http://human.owl#NCI_C12336,[],[],[],true,true positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0001720,=,1.0,http://human.owl#NCI_C33553,[],[],[],false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0000444,=,1.0,http://human.owl#NCI_C32960,[],[],[],false,false positive
"",localtest,MyMatcher,"[""Direct_Cerebellar_Tract""]",[],"[""owl:Class""]",http://human.owl#NCI_C32465,=,1.0,http://mouse.owl#MA_0002742,"[""cerebellar peduncle""]",[],"[""owl:Class""]",false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0001354,=,0.0,http://human.owl#NCI_C32554,[],[],[],true,false negative
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0002086,=,1.0,http://human.owl#NCI_C32197,[],[],[],true,true positive
"",localtest,MyMatcher,"[""Salivary_Gland_Tissue""]",[],"[""owl:Class""]",http://human.owl#NCI_C33509,=,1.0,http://mouse.owl#MA_0001589,"[""submandibular gland""]",[],"[""owl:Class""]",false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0001291,=,1.0,http://human.owl#NCI_C12466,[],[],[],false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0001314,=,1.0,http://human.owl#NCI_C32953,[],[],[],true,true positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0000895,=,1.0,http://human.owl#NCI_C12452,[],[],[],true,true positive
"",localtest,MyMatcher,"[""Upper_Opening_of_the_Thorax""]",[],"[""owl:Class""]",http://human.owl#NCI_C33838,=,1.0,http://mouse.owl#MA_0000032,"[""thoracic cavity""]",[],"[""owl:Class""]",false,false positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0002049,=,1.0,http://human.owl#NCI_C53002,[],[],[],true,true positive
"",localtest,MyMatcher,[],[],[],http://mouse.owl#MA_0001035,=,0.0,http://human.owl#NCI_C52716,[],[],[],true,false negative
