source,target,confidence,relation
http://mouse.owl#MA_0002464,http://human.owl#NCI_C52559,1.0,=
http://mouse.owl#MA_0000862,http://human.owl#NCI_C32944,1.0,=
http://mouse.owl#MA_0002638,http://human.owl#NCI_C33091,1.0,=
http://mouse.owl#MA_0000018,http://human.owl#NCI_C12788,1.0,=
http://human.owl#NCI_C32395,http://mouse.owl#MA_0000402,1.0,=
http://human.owl#NCI_C49270,http://mouse.owl#MA_0001753,1.0,=
http://human.owl#NCI_C52992,http://mouse.owl#MA_0002013,1.0,=
http://mouse.owl#MA_0002007,http://human.owl#NCI_C52981,1.0,=
http://human.owl#NCI_C32477,http://mouse.owl#MA_0002749,1.0,=
http://human.owl#NCI_C12427,http://mouse.owl#MA_0001585,1.0,=
http://human.owl#NCI_C32456,http://mouse.owl#MA_0001679,1.0,=
http://human.owl#NCI_C12754,http://mouse.owl#MA_0002418,1.0,=
http://mouse.owl#MA_0000545,http://human.owl#NCI_C13017,1.0,=
http://mouse.owl#MA_0001388,http://human.owl#NCI_C12864,1.0,=
http://mouse.owl#MA_0001967,http://human.owl#NCI_C32479,1.0,=
http://human.owl#NCI_C49222,http://mouse.owl#MA_0001567,1.0,=
http://human.owl#NCI_C48944,http://mouse.owl#MA_0001791,1.0,=
http://mouse.owl#MA_0001837,http://human.owl#NCI_C49214,1.0,=
http://mouse.owl#MA_0000633,http://human.owl#NCI_C53151,1.0,=
http://human.owl#NCI_C52954,http://mouse.owl#MA_0002338,1.0,=
http://human.owl#NCI_C49140,http://mouse.owl#MA_0000996,1.0,=
http://human.owl#NCI_C13155,http://mouse.owl#MA_0002406,1.0,=
http://mouse.owl#MA_0001996,http://human.owl#NCI_C52965,1.0,=
http://mouse.owl#MA_0001227,http://human.owl#NCI_C49225,1.0,=
http://mouse.owl#MA_0002675,http://human.owl#NCI_C33781,1.0,=
http://mouse.owl#MA_0001870,http://human.owl#NCI_C12728,1.0,=
http://human.owl#NCI_C32888,http://mouse.owl#MA_0001905,1.0,=
http://mouse.owl#MA_0002097,http://human.owl#NCI_C32838,1.0,=
http://mouse.owl#MA_0001364,http://human.owl#NCI_C52796,1.0,=
http://mouse.owl#MA_0000887,http://human.owl#NCI_C12440,1.0,=
http://mouse.owl#MA_0000861,http://human.owl#NCI_C12459,1.0,=
http://human.owl#NCI_C52948,http://mouse.owl#MA_0001988,1.0,=
http://mouse.owl#MA_0002039,http://human.owl#NCI_C33004,1.0,=
http://mouse.owl#MA_0000772,http://human.owl#NCI_C13170,1.0,=
http://human.owl#NCI_C32317,http://mouse.owl#MA_0001839,1.0,=
http://mouse.owl#MA_0000788,http://human.owl#NCI_C12368,1.0,=
http://human.owl#NCI_C33318,http://mouse.owl#MA_0000774,1.0,=
http://human.owl#NCI_C53061,http://mouse.owl#MA_0002187,1.0,=
http://mouse.owl#MA_0000419,http://human.owl#NCI_C12986,1.0,=
http://human.owl#NCI_C13037,http://mouse.owl#MA_0000327,1.0,=
http://mouse.owl#MA_0001992,http://human.owl#NCI_C52961,1.0,=
http://human.owl#NCI_C33340,http://mouse.owl#MA_0002554,1.0,=
http://human.owl#NCI_C49243,http://mouse.owl#MA_0001539,1.0,=
http://mouse.owl#MA_0001154,http://human.owl#NCI_C32299,1.0,=
http://human.owl#NCI_C33904,http://mouse.owl#MA_0002433,1.0,=
http://mouse.owl#MA_0001900,http://human.owl#NCI_C33103,1.0,=
http://mouse.owl#MA_0002270,http://human.owl#NCI_C53147,1.0,=
http://mouse.owl#MA_0000295,http://human.owl#NCI_C12796,1.0,=
http://human.owl#NCI_C49230,http://mouse.owl#MA_0000984,1.0,=
http://human.owl#NCI_C12403,http://mouse.owl#MA_0000385,1.0,=
http://human.owl#NCI_C12323,http://mouse.owl#MA_0000407,1.0,=
http://human.owl#NCI_C33200,http://mouse.owl#MA_0001358,1.0,=
http://mouse.owl#MA_0001440,http://human.owl#NCI_C33725,1.0,=
http://human.owl#NCI_C33454,http://mouse.owl#MA_0002579,1.0,=
http://human.owl#NCI_C12425,http://mouse.owl#MA_0002725,1.0,=
http://mouse.owl#MA_0000814,http://human.owl#NCI_C49331,1.0,=
http://mouse.owl#MA_0001121,http://human.owl#NCI_C32473,1.0,=
http://mouse.owl#MA_0001437,http://human.owl#NCI_C33501,1.0,=
http://mouse.owl#MA_0002286,http://human.owl#NCI_C32446,1.0,=
http://human.owl#NCI_C32833,http://mouse.owl#MA_0001534,1.0,=
http://mouse.owl#MA_0001748,http://human.owl#NCI_C49296,1.0,=
http://human.owl#NCI_C48257,http://mouse.owl#MA_0002677,1.0,=
http://mouse.owl#MA_0000106,http://human.owl#NCI_C32391,1.0,=
http://human.owl#NCI_C12295,http://mouse.owl#MA_0000517,1.0,=
http://human.owl#NCI_C49329,http://mouse.owl#MA_0000703,1.0,=
http://mouse.owl#MA_0001604,http://human.owl#NCI_C32505,1.0,=
http://mouse.owl#MA_0002108,http://human.owl#NCI_C53145,1.0,=
http://human.owl#NCI_C52744,http://mouse.owl#MA_0001957,1.0,=
http://mouse.owl#MA_0000243,http://human.owl#NCI_C32335,1.0,=
http://mouse.owl#MA_0000431,http://human.owl#NCI_C12763,1.0,=
http://human.owl#NCI_C49294,http://mouse.owl#MA_0001789,1.0,=
http://mouse.owl#MA_0000169,http://human.owl#NCI_C12441,1.0,=
http://human.owl#NCI_C49253,http://mouse.owl#MA_0001781,1.0,=
http://mouse.owl#MA_0002018,http://human.owl#NCI_C33314,1.0,=
http://human.owl#NCI_C32083,http://mouse.owl#MA_0001237,1.0,=
http://human.owl#NCI_C12404,http://mouse.owl#MA_0001705,1.0,=
http://human.owl#NCI_C49310,http://mouse.owl#MA_0000379,1.0,=
http://mouse.owl#MA_0001510,http://human.owl#NCI_C32394,1.0,=
http://mouse.owl#MA_0001039,http://human.owl#NCI_C12899,1.0,=
http://mouse.owl#MA_0000411,http://human.owl#NCI_C12412,1.0,=
http://mouse.owl#MA_0000708,http://human.owl#NCI_C49195,1.0,=
http://mouse.owl#MA_0000192,http://human.owl#NCI_C12834,1.0,=
http://human.owl#NCI_C33015,http://mouse.owl#MA_0000503,1.0,=
http://mouse.owl#MA_0002208,http://human.owl#NCI_C48947,1.0,=
http://mouse.owl#MA_0000580,http://human.owl#NCI_C13060,1.0,=
http://mouse.owl#MA_0000500,http://human.owl#NCI_C33504,1.0,=
http://human.owl#NCI_C49295,http://mouse.owl#MA_0001745,1.0,=
http://human.owl#NCI_C32227,http://mouse.owl#MA_0002026,1.0,=
http://mouse.owl#MA_0001570,http://human.owl#NCI_C12253,1.0,=
http://human.owl#NCI_C12892,http://mouse.owl#MA_0001127,1.0,=
http://human.owl#NCI_C33429,http://mouse.owl#MA_0001292,1.0,=
http://human.owl#NCI_C32143,http://mouse.owl#MA_0001518,1.0,=
http://mouse.owl#MA_0002019,http://human.owl#NCI_C33320,1.0,=
http://human.owl#NCI_C52667,http://mouse.owl#MA_0001907,1.0,=
http://mouse.owl#MA_0000506,http://human.owl#NCI_C33868,1.0,=
http://mouse.owl#MA_0001646,http://human.owl#NCI_C12948,1.0,=
http://mouse.owl#MA_0002476,http://human.owl#NCI_C12229,1.0,=
http://mouse.owl#MA_0001535,http://human.owl#NCI_C32411,1.0,=
http://mouse.owl#MA_0000096,http://human.owl#NCI_C33430,1.0,=
http://human.owl#NCI_C32434,http://mouse.owl#MA_0002205,1.0,=
http://mouse.owl#MA_0001920,http://human.owl#NCI_C12676,1.0,=
http://human.owl#NCI_C12805,http://mouse.owl#MA_0000090,1.0,=
http://mouse.owl#MA_0000057,http://human.owl#NCI_C32235,1.0,=
http://human.owl#NCI_C49782,http://mouse.owl#MA_0000879,1.0,=
http://human.owl#NCI_C12841,http://mouse.owl#MA_0000326,1.0,=
http://mouse.owl#MA_0000694,http://human.owl#NCI_C52751,1.0,=
http://mouse.owl#MA_0000450,http://human.owl#NCI_C33481,1.0,=
http://human.owl#NCI_C32733,http://mouse.owl#MA_0000367,1.0,=
http://human.owl#NCI_C12223,http://mouse.owl#MA_0000343,1.0,=
http://human.owl#NCI_C12587,http://mouse.owl#MA_0001460,1.0,=
http://human.owl#NCI_C33162,http://mouse.owl#MA_0001349,1.0,=
http://mouse.owl#MA_0002456,http://human.owl#NCI_C32958,1.0,=
http://mouse.owl#MA_0002720,http://human.owl#NCI_C33858,1.0,=
http://human.owl#NCI_C12341,http://mouse.owl#MA_0000265,1.0,=
http://mouse.owl#MA_0000726,http://human.owl#NCI_C33782,1.0,=
http://human.owl#NCI_C12449,http://mouse.owl#MA_0000890,1.0,=
http://mouse.owl#MA_0001303,http://human.owl#NCI_C33641,1.0,=
http://human.owl#NCI_C33741,http://mouse.owl#MA_0002062,1.0,=
http://human.owl#NCI_C33472,http://mouse.owl#MA_0000170,1.0,=
http://human.owl#NCI_C12500,http://mouse.owl#MA_0000255,1.0,=
http://human.owl#NCI_C13073,http://mouse.owl#MA_0000579,1.0,=
http://human.owl#NCI_C32425,http://mouse.owl#MA_0001722,1.0,=
http://mouse.owl#MA_0000056,http://human.owl#NCI_C12369,1.0,=
http://human.owl#NCI_C53029,http://mouse.owl#MA_0002085,1.0,=
http://mouse.owl#MA_0000310,http://human.owl#NCI_C32334,1.0,=
http://mouse.owl#MA_0001402,http://human.owl#NCI_C52766,1.0,=
http://human.owl#NCI_C33608,http://mouse.owl#MA_0002164,1.0,=
http://mouse.owl#MA_0000389,http://human.owl#NCI_C12315,1.0,=
http://mouse.owl#MA_0001287,http://human.owl#NCI_C13056,1.0,=
http://human.owl#NCI_C12775,http://mouse.owl#MA_0000089,1.0,=
http://mouse.owl#MA_0000183,http://human.owl#NCI_C12455,1.0,=
http://mouse.owl#MA_0002673,http://human.owl#NCI_C38515,1.0,=
http://mouse.owl#MA_0002323,http://human.owl#NCI_C32797,1.0,=
http://mouse.owl#MA_0001609,http://human.owl#NCI_C12256,1.0,=
http://mouse.owl#MA_0001384,http://human.owl#NCI_C52781,1.0,=
http://human.owl#NCI_C12846,http://mouse.owl#MA_0000235,1.0,=
http://mouse.owl#MA_0002658,http://human.owl#NCI_C49324,1.0,=
http://mouse.owl#MA_0001164,http://human.owl#NCI_C33505,1.0,=
http://mouse.owl#MA_0001928,http://human.owl#NCI_C33473,1.0,=
http://mouse.owl#MA_0002228,http://human.owl#NCI_C33707,1.0,=
http://mouse.owl#MA_0001811,http://human.owl#NCI_C49320,1.0,=
http://human.owl#NCI_C33525,http://mouse.owl#MA_0002484,1.0,=
http://human.owl#NCI_C33743,http://mouse.owl#MA_0002390,1.0,=
http://mouse.owl#MA_0002440,http://human.owl#NCI_C13001,1.0,=
http://mouse.owl#MA_0000405,http://human.owl#NCI_C12787,1.0,=
http://mouse.owl#MA_0002585,http://human.owl#NCI_C33457,1.0,=
http://human.owl#NCI_C33445,http://mouse.owl#MA_0002087,1.0,=
http://human.owl#NCI_C32241,http://mouse.owl#MA_0001423,1.0,=
http://human.owl#NCI_C12312,http://mouse.owl#MA_0000393,1.0,=
http://mouse.owl#MA_0002239,http://human.owl#NCI_C52700,1.0,=
http://mouse.owl#MA_0000551,http://human.owl#NCI_C32825,1.0,=
http://mouse.owl#MA_0001989,http://human.owl#NCI_C52951,1.0,=
http://mouse.owl#MA_0000155,http://human.owl#NCI_C33531,1.0,=
http://mouse.owl#MA_0000846,http://human.owl#NCI_C12458,1.0,=
http://mouse.owl#MA_0000660,http://human.owl#NCI_C52722,1.0,=
http://human.owl#NCI_C49798,http://mouse.owl#MA_0001131,1.0,=
http://mouse.owl#MA_0000178,http://human.owl#NCI_C12773,1.0,=
http://mouse.owl#MA_0002157,http://human.owl#NCI_C32849,1.0,=
http://human.owl#NCI_C12998,http://mouse.owl#MA_0002416,1.0,=
http://mouse.owl#MA_0001411,http://human.owl#NCI_C52768,1.0,=
http://human.owl#NCI_C12640,http://mouse.owl#MA_0001119,1.0,=
http://human.owl#NCI_C53078,http://mouse.owl#MA_0002394,1.0,=
http://human.owl#NCI_C32348,http://mouse.owl#MA_0002551,1.0,=
http://human.owl#NCI_C33344,http://mouse.owl#MA_0002132,1.0,=
http://mouse.owl#MA_0000062,http://human.owl#NCI_C34027,1.0,=
http://human.owl#NCI_C49278,http://mouse.owl#MA_0001786,1.0,=
http://mouse.owl#MA_0002177,http://human.owl#NCI_C53055,1.0,=
http://human.owl#NCI_C12671,http://mouse.owl#MA_0000606,1.0,=
http://human.owl#NCI_C49315,http://mouse.owl#MA_0001749,1.0,=
http://human.owl#NCI_C25774,http://mouse.owl#MA_0000305,1.0,=
http://human.owl#NCI_C12853,http://mouse.owl#MA_0000313,1.0,=
http://human.owl#NCI_C32078,http://mouse.owl#MA_0000463,1.0,=
http://human.owl#NCI_C33363,http://mouse.owl#MA_0000905,1.0,=
http://human.owl#NCI_C33207,http://mouse.owl#MA_0000975,1.0,=
http://human.owl#NCI_C12837,http://mouse.owl#MA_0001012,1.0,=
http://mouse.owl#MA_0002269,http://human.owl#NCI_C32200,1.0,=
http://mouse.owl#MA_0001484,http://human.owl#NCI_C32752,1.0,=
http://mouse.owl#MA_0000276,http://human.owl#NCI_C12343,1.0,=
http://mouse.owl#MA_0001416,http://human.owl#NCI_C52728,1.0,=
http://mouse.owl#MA_0000321,http://human.owl#NCI_C32061,1.0,=
http://mouse.owl#MA_0002103,http://human.owl#NCI_C53037,1.0,=
http://human.owl#NCI_C53046,http://mouse.owl#MA_0002140,1.0,=
http://human.owl#NCI_C32554,http://mouse.owl#MA_0000646,1.0,=
http://mouse.owl#MA_0001272,http://human.owl#NCI_C52802,1.0,=
http://human.owl#NCI_C13019,http://mouse.owl#MA_0000268,1.0,=
http://human.owl#NCI_C49767,http://mouse.owl#MA_0000755,1.0,=
http://human.owl#NCI_C33349,http://mouse.owl#MA_0002258,1.0,=
http://human.owl#NCI_C49795,http://mouse.owl#MA_0001603,1.0,=
http://mouse.owl#MA_0000363,http://human.owl#NCI_C13393,1.0,=
http://mouse.owl#MA_0000897,http://human.owl#NCI_C32386,1.0,=
http://mouse.owl#MA_0000124,http://human.owl#NCI_C12272,1.0,=
http://human.owl#NCI_C13378,http://mouse.owl#MA_0001612,1.0,=
http://human.owl#NCI_C12457,http://mouse.owl#MA_0000172,1.0,=
http://mouse.owl#MA_0001167,http://human.owl#NCI_C52816,1.0,=
http://mouse.owl#MA_0000741,http://human.owl#NCI_C33037,1.0,=
http://mouse.owl#MA_0000594,http://human.owl#NCI_C32628,1.0,=
http://mouse.owl#MA_0002101,http://human.owl#NCI_C53043,1.0,=
http://human.owl#NCI_C13150,http://mouse.owl#MA_0001325,1.0,=
http://human.owl#NCI_C33603,http://mouse.owl#MA_0002487,1.0,=
http://mouse.owl#MA_0000817,http://human.owl#NCI_C41452,1.0,=
http://human.owl#NCI_C53016,http://mouse.owl#MA_0002380,1.0,=
http://mouse.owl#MA_0000796,http://human.owl#NCI_C12299,1.0,=
http://mouse.owl#MA_0002333,http://human.owl#NCI_C53164,1.0,=
http://mouse.owl#MA_0000799,http://human.owl#NCI_C12701,1.0,=
http://human.owl#NCI_C52989,http://mouse.owl#MA_0002372,1.0,=
http://mouse.owl#MA_0001495,http://human.owl#NCI_C52745,1.0,=
http://mouse.owl#MA_0001844,http://human.owl#NCI_C53031,1.0,=
http://human.owl#NCI_C13066,http://mouse.owl#MA_0000332,1.0,=
http://mouse.owl#MA_0001265,http://human.owl#NCI_C12901,1.0,=
http://mouse.owl#MA_0000638,http://human.owl#NCI_C52752,1.0,=
http://human.owl#NCI_C33114,http://mouse.owl#MA_0001935,1.0,=
http://mouse.owl#MA_0002095,http://human.owl#NCI_C53032,1.0,=
http://mouse.owl#MA_0001551,http://human.owl#NCI_C13010,1.0,=
http://human.owl#NCI_C53006,http://mouse.owl#MA_0002374,1.0,=
http://human.owl#NCI_C33848,http://mouse.owl#MA_0002747,1.0,=
http://human.owl#NCI_C33883,http://mouse.owl#MA_0000360,1.0,=
http://mouse.owl#MA_0000760,http://human.owl#NCI_C38510,1.0,=
http://mouse.owl#MA_0002689,http://human.owl#NCI_C32928,1.0,=
http://mouse.owl#MA_0000262,http://human.owl#NCI_C12667,1.0,=
http://mouse.owl#MA_0000060,http://human.owl#NCI_C33854,1.0,=
http://human.owl#NCI_C52891,http://mouse.owl#MA_0002273,1.0,=
http://human.owl#NCI_C33494,http://mouse.owl#MA_0000196,1.0,=
http://mouse.owl#MA_0000142,http://human.owl#NCI_C12433,1.0,=
http://human.owl#NCI_C52860,http://mouse.owl#MA_0001948,1.0,=
http://human.owl#NCI_C32642,http://mouse.owl#MA_0002733,1.0,=
http://human.owl#NCI_C49229,http://mouse.owl#MA_0001634,1.0,=
http://mouse.owl#MA_0001562,http://human.owl#NCI_C33572,1.0,=
http://mouse.owl#MA_0002670,http://human.owl#NCI_C33601,1.0,=
http://mouse.owl#MA_0002280,http://human.owl#NCI_C33672,1.0,=
http://mouse.owl#MA_0002032,http://human.owl#NCI_C32971,1.0,=
http://mouse.owl#MA_0002063,http://human.owl#NCI_C33581,1.0,=
http://mouse.owl#MA_0000082,http://human.owl#NCI_C12371,1.0,=
http://www.geneontology.org/formats/oboInOwl#DbXref,http://www.geneontology.org/formats/oboInOwl#DbXref,1.0,=
http://human.owl#NCI_C49580,http://mouse.owl#MA_0001263,1.0,=
http://mouse.owl#MA_0002324,http://human.owl#NCI_C32824,1.0,=
http://mouse.owl#MA_0001545,http://human.owl#NCI_C32926,1.0,=
http://mouse.owl#MA_0000713,http://human.owl#NCI_C32188,1.0,=
http://human.owl#NCI_C12410,http://mouse.owl#MA_0000404,1.0,=
http://human.owl#NCI_C33010,http://mouse.owl#MA_0000333,1.0,=
http://mouse.owl#MA_0000221,http://human.owl#NCI_C34060,1.0,=
http://human.owl#NCI_C43617,http://mouse.owl#MA_0002662,1.0,=
http://mouse.owl#MA_0001353,http://human.owl#NCI_C33116,1.0,=
http://mouse.owl#MA_0000433,http://human.owl#NCI_C12469,1.0,=
http://mouse.owl#MA_0001065,http://human.owl#NCI_C12453,1.0,=
http://mouse.owl#MA_0001755,http://human.owl#NCI_C13046,1.0,=
http://mouse.owl#MA_0000391,http://human.owl#NCI_C41270,1.0,=
http://human.owl#NCI_C12376,http://mouse.owl#MA_0001630,1.0,=
http://mouse.owl#MA_0002056,http://human.owl#NCI_C52737,1.0,=
http://human.owl#NCI_C33861,http://mouse.owl#MA_0000181,1.0,=
http://mouse.owl#MA_0000135,http://human.owl#NCI_C32234,1.0,=
http://mouse.owl#MA_0002480,http://human.owl#NCI_C12811,1.0,=
http://mouse.owl#MA_0001921,http://human.owl#NCI_C32170,1.0,=
http://mouse.owl#MA_0000988,http://human.owl#NCI_C40336,1.0,=
http://human.owl#NCI_C12924,http://mouse.owl#MA_0000233,1.0,=
http://mouse.owl#MA_0002731,http://human.owl#NCI_C12710,1.0,=
http://human.owl#NCI_C52837,http://mouse.owl#MA_0000457,1.0,=
http://mouse.owl#MA_0002587,http://human.owl#NCI_C13250,1.0,=
http://mouse.owl#MA_0002373,http://human.owl#NCI_C52991,1.0,=
http://mouse.owl#MA_0001177,http://human.owl#NCI_C52813,1.0,=
http://mouse.owl#MA_0002383,http://human.owl#NCI_C53044,1.0,=
http://mouse.owl#MA_0000819,http://human.owl#NCI_C32218,1.0,=
http://mouse.owl#MA_0000607,http://human.owl#NCI_C52817,1.0,=
http://human.owl#NCI_C52814,http://mouse.owl#MA_0001169,1.0,=
http://human.owl#NCI_C32514,http://mouse.owl#MA_0002448,1.0,=
http://mouse.owl#MA_0001376,http://human.owl#NCI_C13068,1.0,=
http://mouse.owl#MA_0002272,http://human.owl#NCI_C53150,1.0,=
http://human.owl#NCI_C33068,http://mouse.owl#MA_0001281,1.0,=
http://mouse.owl#MA_0002223,http://human.owl#NCI_C53128,1.0,=
http://mouse.owl#MA_0002455,http://human.owl#NCI_C12875,1.0,=
http://mouse.owl#MA_0002726,http://human.owl#NCI_C12324,1.0,=
http://mouse.owl#MA_0001430,http://human.owl#NCI_C32901,1.0,=
http://mouse.owl#MA_0001140,http://human.owl#NCI_C52831,1.0,=
http://mouse.owl#MA_0001355,http://human.owl#NCI_C32414,1.0,=
http://mouse.owl#MA_0001191,http://human.owl#NCI_C32921,1.0,=
http://mouse.owl#MA_0000088,http://human.owl#NCI_C12753,1.0,=
http://mouse.owl#MA_0001746,http://human.owl#NCI_C49323,1.0,=
http://mouse.owl#MA_0001201,http://human.owl#NCI_C33045,1.0,=
http://human.owl#NCI_C12712,http://mouse.owl#MA_0002415,1.0,=
http://mouse.owl#MA_0002695,http://human.owl#NCI_C49298,1.0,=
http://mouse.owl#MA_0000849,http://human.owl#NCI_C42602,1.0,=
http://mouse.owl#MA_0000794,http://human.owl#NCI_C12370,1.0,=
http://mouse.owl#MA_0000339,http://human.owl#NCI_C12387,1.0,=
http://human.owl#NCI_C32089,http://mouse.owl#MA_0002453,1.0,=
http://mouse.owl#MA_0000195,http://human.owl#NCI_C32741,1.0,=
http://mouse.owl#MA_0002161,http://human.owl#NCI_C33546,1.0,=
http://mouse.owl#MA_0002111,http://human.owl#NCI_C32611,1.0,=
http://mouse.owl#MA_0001537,http://human.owl#NCI_C49241,1.0,=
http://mouse.owl#MA_0001752,http://human.owl#NCI_C25177,1.0,=
http://human.owl#NCI_C32683,http://mouse.owl#MA_0001659,1.0,=
http://human.owl#NCI_C32038,http://mouse.owl#MA_0000474,1.0,=
http://human.owl#NCI_C32152,http://mouse.owl#MA_0001960,1.0,=
http://mouse.owl#MA_0001707,http://human.owl#NCI_C32692,1.0,=
http://human.owl#NCI_C13259,http://mouse.owl#MA_0001521,1.0,=
http://mouse.owl#MA_0000577,http://human.owl#NCI_C12374,1.0,=
http://mouse.owl#MA_0002443,http://human.owl#NCI_C12889,1.0,=
http://human.owl#NCI_C12678,http://mouse.owl#MA_0001273,1.0,=
http://mouse.owl#MA_0001391,http://human.owl#NCI_C52775,1.0,=
http://mouse.owl#MA_0001783,http://human.owl#NCI_C33024,1.0,=
http://mouse.owl#MA_0002563,http://human.owl#NCI_C12704,1.0,=
http://human.owl#NCI_C33496,http://mouse.owl#MA_0000188,1.0,=
http://mouse.owl#MA_0002537,http://human.owl#NCI_C13409,1.0,=
http://human.owl#NCI_C49273,http://mouse.owl#MA_0001680,1.0,=
http://mouse.owl#MA_0000635,http://human.owl#NCI_C25203,1.0,=
http://mouse.owl#MA_0001036,http://human.owl#NCI_C32475,1.0,=
http://mouse.owl#MA_0000976,http://human.owl#NCI_C33813,1.0,=
http://mouse.owl#MA_0000829,http://human.owl#NCI_C49335,1.0,=
http://mouse.owl#MA_0000249,http://human.owl#NCI_C33528,1.0,=
http://mouse.owl#MA_0001578,http://human.owl#NCI_C13050,1.0,=
http://mouse.owl#MA_0001559,http://human.owl#NCI_C33569,1.0,=
http://human.owl#NCI_C32474,http://mouse.owl#MA_0000496,1.0,=
http://mouse.owl#MA_0001886,http://human.owl#NCI_C12292,1.0,=
http://human.owl#NCI_C12992,http://mouse.owl#MA_0000756,1.0,=
http://mouse.owl#MA_0002083,http://human.owl#NCI_C53027,1.0,=
http://human.owl#NCI_C49219,http://mouse.owl#MA_0001725,1.0,=
http://mouse.owl#MA_0001438,http://human.owl#NCI_C33720,1.0,=
http://mouse.owl#MA_0000390,http://human.owl#NCI_C12313,1.0,=
http://mouse.owl#MA_0000828,http://human.owl#NCI_C33093,1.0,=
http://mouse.owl#MA_0001434,http://human.owl#NCI_C33498,1.0,=
http://mouse.owl#MA_0001077,http://human.owl#NCI_C12723,1.0,=
http://mouse.owl#MA_0001572,http://human.owl#NCI_C33836,1.0,=
http://mouse.owl#MA_0002149,http://human.owl#NCI_C53050,1.0,=
http://human.owl#NCI_C13234,http://mouse.owl#MA_0002509,1.0,=
http://human.owl#NCI_C52733,http://mouse.owl#MA_0000892,1.0,=
http://mouse.owl#MA_0000891,http://human.owl#NCI_C12448,1.0,=
http://mouse.owl#MA_0001787,http://human.owl#NCI_C49279,1.0,=
http://mouse.owl#MA_0001291,http://human.owl#NCI_C12737,1.0,=
http://human.owl#NCI_C33414,http://mouse.owl#MA_0002646,1.0,=
http://mouse.owl#MA_0001481,http://human.owl#NCI_C32231,1.0,=
http://www.geneontology.org/formats/oboInOwl#Synonym,http://www.geneontology.org/formats/oboInOwl#Synonym,1.0,=
http://mouse.owl#MA_0002730,http://human.owl#NCI_C33460,1.0,=
http://mouse.owl#MA_0001576,http://human.owl#NCI_C49239,1.0,=
http://mouse.owl#MA_0000736,http://human.owl#NCI_C32298,1.0,=
http://mouse.owl#MA_0001324,http://human.owl#NCI_C49261,1.0,=
http://mouse.owl#MA_0001790,http://human.owl#NCI_C49281,1.0,=
http://mouse.owl#MA_0002713,http://human.owl#NCI_C33758,1.0,=
http://mouse.owl#MA_0001446,http://human.owl#NCI_C33731,1.0,=
http://mouse.owl#MA_0000287,http://human.owl#NCI_C33205,1.0,=
http://mouse.owl#MA_0000642,http://human.owl#NCI_C12679,1.0,=
http://mouse.owl#MA_0001133,http://human.owl#NCI_C12350,1.0,=
http://mouse.owl#MA_0002571,http://human.owl#NCI_C32039,1.0,=
http://human.owl#NCI_C32702,http://mouse.owl#MA_0001708,1.0,=
http://human.owl#NCI_C33755,http://mouse.owl#MA_0001774,1.0,=
http://mouse.owl#MA_0000252,http://human.owl#NCI_C34030,1.0,=
http://mouse.owl#MA_0001003,http://human.owl#NCI_C49139,1.0,=
http://human.owl#NCI_C33739,http://mouse.owl#MA_0002508,1.0,=
http://mouse.owl#MA_0001382,http://human.owl#NCI_C52779,1.0,=
http://mouse.owl#MA_0000340,http://human.owl#NCI_C12388,1.0,=
http://human.owl#NCI_C12799,http://mouse.owl#MA_0000022,1.0,=
http://mouse.owl#MA_0001330,http://human.owl#NCI_C12783,1.0,=
http://human.owl#NCI_C32315,http://mouse.owl#MA_0001269,1.0,=
http://mouse.owl#MA_0000040,http://human.owl#NCI_C32266,1.0,=
http://mouse.owl#MA_0000043,http://human.owl#NCI_C32850,1.0,=
http://human.owl#NCI_C32185,http://mouse.owl#MA_0000808,1.0,=
http://mouse.owl#MA_0002451,http://human.owl#NCI_C33521,1.0,=
http://mouse.owl#MA_0002050,http://human.owl#NCI_C33650,1.0,=
http://mouse.owl#MA_0000771,http://human.owl#NCI_C33775,1.0,=
http://mouse.owl#MA_0002490,http://human.owl#NCI_C32205,1.0,=
http://human.owl#NCI_C33925,http://mouse.owl#MA_0000129,1.0,=
http://human.owl#NCI_C12240,http://mouse.owl#MA_0000351,1.0,=
http://human.owl#NCI_C53155,http://mouse.owl#MA_0002297,1.0,=
http://human.owl#NCI_C32453,http://mouse.owl#MA_0002542,1.0,=
http://mouse.owl#MA_0000394,http://human.owl#NCI_C12407,1.0,=
http://human.owl#NCI_C33147,http://mouse.owl#MA_0002343,1.0,=
http://mouse.owl#MA_0002498,http://human.owl#NCI_C33341,1.0,=
http://human.owl#NCI_C49325,http://mouse.owl#MA_0000719,1.0,=
http://mouse.owl#MA_0002229,http://human.owl#NCI_C53131,1.0,=
http://mouse.owl#MA_0001616,http://human.owl#NCI_C12261,1.0,=
http://mouse.owl#MA_0000007,http://human.owl#NCI_C32350,1.0,=
http://mouse.owl#MA_0000311,http://human.owl#NCI_C32245,1.0,=
http://mouse.owl#MA_0001877,http://human.owl#NCI_C12870,1.0,=
http://mouse.owl#MA_0001252,http://human.owl#NCI_C49226,1.0,=
http://mouse.owl#MA_0001936,http://human.owl#NCI_C52850,1.0,=
http://mouse.owl#MA_0000574,http://human.owl#NCI_C52757,1.0,=
http://mouse.owl#MA_0000769,http://human.owl#NCI_C45713,1.0,=
http://mouse.owl#MA_0000801,http://human.owl#NCI_C33631,1.0,=
http://mouse.owl#MA_0000481,http://human.owl#NCI_C12816,1.0,=
